Tweet_index	Label	Tweet_text
2775	1	it is adorable how this keeps on happening 
2776	1	 @ username @  advertising an online special with an expiry countdown, yet you cannot order anything or check your postcodes validity. 
2777	1	the last time i will get up at  time am i will miss this 
2778	1	it is so easy to focus on what is at hand when you have a million other thoughts running through your mind at the same time. 
2779	1	wallahi speaking to an unbeliever is bid'a, let alone wishing him/her a happy celebration. 
2780	0	@ username @ @ username @ @ username @ and it starts :p  #getenchanted
2781	1	i feel so blessed to get ocular migraines. 
2782	0	yups sarcasm and wine! # wine lover * :smiling_face_with_smiling_eyes::information_desk_person:
2783	0	one more all nighter and the semester is done
2784	1	 @ username @  great. does that mean he is also giving up hunting and killing wildlife in europe? 
2785	0	 @ username @  still out w/ back sprain?
2786	0	 @ username @   @ username @   @ username @  but would you be willing to purchase from a vending machine?
2787	1	i have tweeted nearly  number , number  times and i am not sure all  number , number  tweets really needed to be on the internet... including this one 
2788	0	#  number  * # corner * # cute * # day * # expensive * # diy * # crafts please * rt:
2789	0	looking forward to mine and the boyfriends  number nd christmas together!!:face_throwing_a_kiss::person_raising_both_hands_in_celebration::two_hearts:
2790	1	i love when folks call brady a system qb but are the biggest peyton manning fans. .
2791	0	looking for  @ username @  practitioners... anyone out there, or recommendations?
2792	0	# flood * of # noah * # ho v in d theory * # ice age * # bible * # church * # christians * # jews * # t cot * #...
2793	1	 @ username @  i am sure this has made your day. lol 
2794	1	shit just keeps getting better and better!!! # should of stayed in bed *
2795	1	 number ° fever. that is fun. 
2796	1	and the round ligament pain returns. yay # pregnancy problems *
2797	1	 @ username @  great job on reporting on a mentally unstable man and calling him  drug crazed  
2798	1	@ username @ - russell brand discussed today how much his london mansion is worth..and marx was married to a baroness # scum * # weak *
2799	1	 @ username @  hey, now. her profile says  i heart jesus  so she cannot be all bad.   @ username @   @ username @ 
2800	1	 @ username @  logic is an invention by the kuffar, everything makes perfect sense. () like monkeys stoning she monkeys
2801	1	just a hunch here,but i think steven gerrard is leaving,possibly going to the mls # he s no deed *
2802	0	 @ username @  well since he is basically an employee of the oil & gas sector, it would make sense that he operates this way.
2803	0	just hangin' with ma dawg # eyes up *
2804	1	sitting around listening to sad music really helps the depression. 
2805	1	still awake sooo that is nice... 
2806	1	watching the move 'begin again' and the verisimilitude is overpowering, it is like i am back in the  number s music business again.  
2807	1	i love my mom 
2808	0	some people just do not listen..ah well guess they will learn the hard way
2809	0	can you imagine being in high school today with a delusional dad making a fool of himself on the internet  @ username @ 
2810	0	 @ username @  it has finally open xd i used a youtube video to help me :) thanks very much ;) 
2811	0	the funky taste of chocolate with the chunky monkey all just in a cup .   george of the jungle,cup and a lick
2812	1	 @ username @   @ username @  yes, fountain jumping sounds like a great january activity. 
2813	0	 @ username @   @ username @  i am surprised my coanchor has not already nominated me for the worst list.
2814	1	lol... that has real cute :unamused_face: 
2815	1	of course the day that it is a monsoon outside i have classes on and off from  number  am to  number  pm # i love life *
2816	0	late night snuggles with my boy :purple_heart::two_hearts:
2817	0	i just want to eat pizza and be with my friends for the rest of my life
2818	0	i am in love with the cocoa:teacup_without_handle:
2819	0	# sagittarius * know what they want, if they can have it, and they always keep on thinking bigger. 
2820	0	 @ username @   @ username @   @ username @   @ username @   @ username @  come on lads, you are fucking better than this shite you keep showing
2821	0	i know that what i see  is what you see  what it is that i know feel and see is that the # time *
2822	1	 @ username @  being doing projects for university all day! my life is sooooo interesting 
2823	1	 @ username @   @ username @  real tough to whoop dungeys ass 
2824	0	by @ username @  :fire::fire::fire: @ username @ gears up to release its next issue:soon_with_rightwards_arrow_above: 'wifey series' with # cover models *
2825	0	the power went out in delano. # blackout * in some parts.:white_smiling_face::party_popper: still # happy new year * everyone. # be safe * # goodnight *
2826	1	why does sue give bonnie anxiety and stress pills 
2827	1	now i have written down everything i need to know it seems a lot more manageable. 
2828	0	 @ username @ : do not say anything just rt   @ username @ 
2829	1	love it when i have a  number  minute wait on  @ username @  and as i reach no wait it knocks me back to  number  more minutes. fantastic. 
2830	1	funny annoying you men's tee great for family reunions! # funny * # tees *
2831	1	@ username @ : . @ username @ considering a run for the @ username @ : #  number  things * <shocking> <>
2832	1	 @ username @ : jackie just had the best joke i have heard in awhile  :face_with_tears_of_joy::weary_face::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:
2833	1	i before  e  except after  c,  right? what about in  w-e-i-r-d?  # t shirt * # rules were made to be broken *
2834	1	@ username @ i was only clarifying for my legion of other followers. # not for the intellectuals * # dr handsome dennis *
2835	1	oh look at me! i am making people happy! i am a magical man from happy land! who lives in a gumdrop house on lolly pop lane!   
2836	1	@ username @ the only place where you do not want to sit on the seat that you earned.  #dancing  #quiksilvergoessupersonic
2837	1	those were some great last minute substitutions  @ username @  
2838	0	my family might find a giant lump of ice sitting where i am sitting right now. transformation is nigher, my fellows.
2839	0	the ultimate  how to  book..... 
2840	1	women getting hit on by married managers at @ username @ cracks me up # hypocrites * # practice what you preach *
2841	1	love how i came into work at  number  because charlie said we were busy....  number  people in  number  minutes,yeah we got this place packed charlie. 
2842	1	 @ username @ : but what about white on white crime? it is like a ribbon in the sky...non-existent. 
2843	0	aap said will declare ak candidate in last list but declared it before.this issue affecting india's gdp is termed as you-turn by bjp # ak  number  delhi *
2844	0	i am so happy that thad (the lead multiplayer designer for hardline) followed me xd
2845	1	aaaaaaand...i left my work computer at home. now i have to go get it. # best day ever *
2846	0	 @ username @  it is no longer political. @ username @  is setting the stage for all out race war.that is his only way he can succeed.
2847	0	salt n peppa's geico commercial is literally the best, ever. only one that beats it is hump day.
2848	0	today has been a blast
2849	0	how does # big data * and # analytics * look compared to the # cyn ef in * because/effect decision framework?
2850	1	smh. yesterday i was losing my voice. today woke up with a mean ass cough and a headache :unamused_face:christmas could be any better 
2851	0	# all * # and * # for * # hot * # rachel * # style * # fashion please * rt:
2852	1	well that is me living till i am  number yrs old!!! # s arc i * # wit * # low * # constant *
2853	0	# chatty man * never fails to make me laugh @ username @ #  number  * talk show on tv! # love it *
2854	0	women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart!  all but some.
2855	0	@ username @ latest album is free the universe # supersonic with gion ee * # mumbai *
2856	1	time for the post christmas car wash, yay!!! # fries en family christmas *
2857	0	 ebola but greed aka badmind kills easily and quickquick 
2858	1	tramp shit # you owe me * # follow *
2859	1	 @ username @ : thank you  @ username @  for having me on the cover of the feminism issue. my favourite magazine cover ever. lorraineelle x 
2860	0	a # sagittarius * will always chase what they want until they get it.. #keepgoing
2861	0	was pretty windy at the summit. memphis loves the floppity ears while he watches the raptors soar # get outside * # yy j *
2862	0	i need to get up, but sasha is way too cute!
2863	0	i fucked them really badly :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: #advancedwarfare
2864	1	# nypd * :worried_face::confused_face::crying_face::sleepy_face::disappointed_face: not cute # nypd mutiny * i am sure the citizens feel real safe you showed us who you are.
2865	0	so @ username @ was on the pull on our spin today interested # oops *
2866	0	harry's literally such a good person it hurts my heart bye # international harry styles day *
2867	0	 @ username @ :  @ username @ : do you ever wonder  :person_raising_both_hands_in_celebration::person_raising_both_hands_in_celebration: this is some shit you would think of  @ username @  :face_with_tears_of_joy:
2868	0	what normal people see vs. what i see  @ username @  
2869	0	 @ username @  as long as it is for taste purposes, that works for me. are there any meats you like?
2870	0	these guys are just amazing # gotta listen * @ username @ the allman brothers band - stormy monday ( at fil...:
2871	0	# bra * # fitting * # guide * # how * # diy * # crafts please * rt:
2872	1	parking meter obviously forgot to get its own parking ticket.  
2873	0	but hey,  number  study guide for chemistry down  number  to go
2874	0	grace: this is my barf bag. me: why do you have a barf bag?  grace: because sometimes when i see people i feel like vomiting.
2875	0	 @ username @  oh funny. i saw that crowd! we were just there for dinner.
2876	0	review 
2877	1	 @ username @  sounds like soooo much fun! 
2878	1	@ username @ here's a list. lots of great choices to help # coyotes * win a cup next year.
2879	1	# nba * players # ny * support protests of # police * killings/sure # money * donations for # college * wb coming
2880	0	 @ username @  hope you had a nice xmas babes x
2881	0	love hanging out with my dad
2882	0	 @ username @  this friday  lit
2883	0	looking forward to new year :d
2884	1	you are so sweet 
2885	0	 @ username @   @ username @  i wish son. like i said, twitter, wit on twitter and the magic of photos that are   number d = smoke and mirrors effect.
2886	1	 @ username @  # shocking 
2887	0	check out my latest blog post on myfairdaily: pins that really work!!! # l bloggers * # lifestyle * # p interest * # tried and true *
2888	0	i am not going to survive today w/o breaking down in tears at least twice and possibly passing out. all nighter  @ username @  library was a bad idea.
2889	0	 much!!
2890	1	 @ username @   @ username @  we all know how well we did under erickson. 
2891	1	i give people a break  number  say that without my supporting cast that none of my works would of made it is tosh. did nobody get # extras *
2892	0	lord have mercy on us. the world's most powerful nation is ruled by two families. # bush * # clinton * # wasps * # elx n  number  *
2893	1	 @ username @  to watch re blues? chelsea's of course 
2894	0	this gone be some fire ! :fire:jan  number th # get lifted *
2895	1	happy monday all! # p bloggers * # m bloggers *
2896	0	# not cie s * # eu * foreign affairs committee meps to discuss lebanon with prime minister
2897	1	i love how sometimes i am skipped over so the greeting replies are just towards odin but not me. 
2898	1	try to ring @ username @ about a plumbing issue. her phone goes off upstairs with super mario theme tune # retro gaming *
2899	1	. @ username @  alert the media! some guy on twitter has un-cited proof that evolution is wrong! let us get his nobel prize ready! 
2900	0	chasing my dog though the house  fun
2901	0	smartphone app pays you! see-   #sprint # verizon * # fol lo back * # t cot go *  number :
2902	1	too bad her cube does not have a door. - @ username @   #bestcoworkersever @ username @
2903	1	 @ username @   @ username @   @ username @  you talk about biased behavior. go read some of the paid articles about paycoin. 
2904	1	execute commands the beginning of a job but it is used to end a person's life now that is 
2905	0	@ username @ hmmm interesting 'jury's out' but edging towards the right side of 'favourable' !! # hope that helps *
2906	1	what a lovely morning, # delhi * government bans # uber * - looks like rape will stop in delhi now # are they serious *
2907	1	well  @ username @  i watched'making of' clip about drive rescored. now i see how easily composers do it!   #
2908	0	i am not staring at your boobs hun..i am looking at your heart # relax *
2909	0	fun fact: i have a color guard rifle named stitch after i got stitches from it plus stitch is my fav!
2910	0	 @ username @  yes :thumbs_up_sign: the taste .. the slight aroma of the tea :smiling_face_with_heart-shaped_eyes:
2911	0	 @ username @  amen, bless you huda, means a lot. you too.
2912	1	 @ username @   @ username @  hey maybe you can reach the scoreboards and fix their latest issues 
2913	0	just a had a bruce springsteen flashback. *shudder*  @ username @   @ username @   @ username @   @ username @   @ username @ 
2914	1	# twitter * pushes people to read, while # facebook * pushes people to breed. #truefact
2915	0	thirst will make you settle for a grenade bruh
2916	1	throwing up on christmas morning is my ideal way of spending it. 
2917	1	 @ username @ :  @ username @  great seing you mate, thanks for the cheap shot :winking_face: safe trip back :clinking_beer_mugs::clinking_beer_mugs:  dry train why we lost :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: 
2918	1	i just love freezing rain. 
2919	0	@ username @ # me * and # change * were not friends i still need # time *
2920	0	going to sleep, hope # sydney siege * is sorted out in the morning
2921	0	# pick * # up * # line z * to use boy:when you smile its like the sun girl:awe boy:because ur teeth are so yellow ;)
2922	1	i see toledo made a good name for itself last night 
2923	1	so lakeside was like  number million scavengers all in  number place # had fun * # never boxing day shopping again *
2924	1	religion is unfounded, else, allah would have saved the kids. . @ username @ @ username @ # peshawar attack * # pak school siege *
2925	0	# yes cracker * @ username @ - come on - is it  number ? server too busy..... # fail * # spam *
2926	1	it is so  nice knowing you have everyone's back and yet no one has mine.  
2927	1	thanks bus. thanks for telling me where i am. so helpful.  
2928	0	come on # orion launch * - it is  number am in australia. us down-under # geeks * need *some* sleep
2929	1	nice to see dwight yorke being his normal impartial self as usual # villa love in * # a st lei * # l cfc *
2930	1	it is going to be a great day :smiling_face_with_open_mouth: 
2931	1	i always cannot wait to see how works. # if you know what i mean *
2932	0	i am also going to enjoy two beers, while sitting in my car. that is  illegal. what was done to me at usc medical, and at penn mar, is.
2933	1	@ username @ i will snap at you if you tell me what to do again! :face_with_tears_of_joy: # funny guy *
2934	1	 jihadi killers in # ottawa * # sidney * & # peshawar * are rogue acts while fratboy uva rapists are symbolic of deeper societal flaws... #tcot
2935	0	august has the most birthdays, february has the least and most of the serial killers are born in november!  -so do not mess up with me #nov number 
2936	0	am really fuckin paying for it today # tequila * # is * # the * # one *
2937	0	still feeling sorry for myself about being to ill to go out last night!!! :loudly_crying_face::crying_face: here's my memories from... 
2938	1	coffee and fiber one. it is worth getting up for. 
2939	1	another new politician in the state with a social science degree and a liberal arts diploma... just what we need # greens fail *
2940	1	@ username @ @ username @ @ username @ that was not a choke hold the officer was trying to keep # eric garner * from falling forward.
2941	0	 @ username @   @ username @  your irish fans cannot wait.... impossible to get ticket ... boo hoo!
2942	1	 @ username @ : gas below $ number  per litre in ottawa. happy holidays.  ... yes, crisis averted 
2943	1	 @ username @  the fact that whites are prone to universal thinking is actually racial in and of itself. 
2944	1	 @ username @  is so funny rn:smiling_face_with_open_mouth_and_cold_sweat: 
2945	0	i need to do something legendary this winter break
2946	0	prunes toffee and effervescent goodness.. - drinking a delirium nocturnum @ memphis' pint & dram - # photo *
2947	0	happened in my culture competency class...i could not continue to argue with ignorance  <- my face in class 
2948	1	i just watched a # fit bit * commercial followed my an # ihop * commercial advertising a belgian chocolate mousse crepe.
2949	1	all i want for christmas is..the complimentary coaster offered by the title insurance company if i generate a  quick quote  to myself. 
2950	0	 @ username @  i am not a lohan anymore :grinning_face_with_smiling_eyes: detox now for  number  weeks new me!  number  week tomorrow :face_throwing_a_kiss:
2951	1	i hate it  
2952	0	if we could stop losing planes that would be great.
2953	0	oh yeah, that was funny as hell too,  @ username @   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @ 
2954	0	everyone has got a selfie stick this year. i have had one for ages, just saying # main steam * # trendsetter *
2955	0	@ username @ has passed @ username @ as the world's most valuable # startup * # growth * # nyc *
2956	0	 @ username @   @ username @  what the hell ever.
2957	1	 @ username @   @ username @  he captures the spirit of devolution so well 
2958	1	sorry this does not make any sense why make it even more tough? that is going to produce more players..  
2959	0	i am really excited for tomorrow because that means the assignments and responsibilities of today will be over.
2960	0	 @ username @   @ username @   @ username @   @ username @  they better!
2961	0	i am kind of missing summer @ username @ . . . #summer #  number  o  number  * # best ie * # a lena * # best friend * # i dek * # we * # cool * # chips * # food * # follow me * # if oll *
2962	1	someone had a great sense of humor # they gave met cu colors for christmas *
2963	0	@ username @ : wenger slams referee (sky) # saints fc * ha ha ha ha for being too blatantly bias towards them?!
2964	0	good morning all!   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @   
2965	0	torbay # dementia * # action * # alliance * '#living with dementia, # dying * from it' - peter js ashley
2966	1	 @ username @  makes me so proud to be an american 
2967	1	who would have imagined that # jake plummer * smokes weed regularly?? # outside the lines *
2968	1	well done  @ username @ , you are doing a great job    @ username @ : a&e waiting times worst since records began  
2969	1	why cannot i (you) retweet my (your) own tweets? this is an important issue that needs to be resolved! 
2970	0	nice soak in the bubble bath :face_throwing_a_kiss::face_throwing_a_kiss::face_throwing_a_kiss:
2971	0	thank you  @ username @ .  requiring facebook to participate in twitch chat is really a good way to push away interested players. 
2972	0	 @ username @  you cannot score goals sitting on the bench or  number / number  min max its hard pal fill sorry for him
2973	0	# blame * # bad * # luck * # genes * # as * # because * # of * # most * # cancer * # types * here's # why * heredity and environmental factors...
2974	1	stop being the fan. and be the person blowing minds. 
2975	0	huge for @ username @ rt @ username @ congrats to today's #  number  days of christmas sweaters contest * winner @ username @ !
2976	1	@ username @ do not you see the for call teammates soft when you have not been to practice in  number  weeks? # overpaid *
2977	0	# sunday fun day * # my love * # mermaid love * # new year  number  * @ rockefeller center
2978	1	the people supporting police violence seem to be the same assholes that scream about government over-reach. # cognitive dissonance *
2979	1	my glasses are blinding me. 
2980	1	facing health crises, india slashes healthcare # good governance * # namo * # gogo * # bu red in *
2981	1	morning cry session with my roomie. today's going to be a great day. 
2982	0	# cuba * # sees * # long * # struggle * # ahead * # before * # you s * # lifts * # embargo * via @ username @
2983	0	 @ username @  always a worthy choice  @ username @   @ username @   @ username @   @ username @ 
2984	1	hi @ username @ not a single vote was polled in  number  polling stations of kulgam # kashmir * & i am tuned into @ username @ :p thnx # kashmir boycotts *
2985	0	ah, a week until my next medschool interview :grinning_face_with_smiling_eyes:
2986	0	on # human rights day * # manchester * takes first steps towards independence . @ username @ . @ username @ # not on w well *
2987	0	# christmas * # been * # the * # best * @ west monkseaton
2988	1	writing an article on mood enhancing foods. telling people what to eat to be happy 
2989	0	@ username @ @ username @ @ username @   #tsu website now worth $ number . number  million!  people get paid for posting!  
2990	1	that moment when someone accidentally deletes everything on your phone # best christmas ever *
2991	1	i love the meaningful messages of automake. 
2992	1	fuck getting a flat tire and my car dying coming home from work at  number am. thanks god for my friends. great way to end/start my day 
2993	1	spilled milk onto my boob. oh the .
2994	0	 @ username @   another bush in the whitehouse.
2995	1	@ username @ , you are pretty so i better play your  free  # skinner box * game. i am sure it will not ask for my money after a few levels.
2996	0	ã¢ëœå find out about some of our hip hop mixtape promotion packages 
2997	1	well throwing up at  time  am is always fun :white_smiling_face:  
2998	1	 number   number / number  hour nap then up for a ct scan at the hospital. perfect timing. 
2999	1	it is nice to see continuity in our gender struggles. 
3000	0	sad to hear about @ username @ passing. his family and friends are in my prayers today. # rip * @ username @
3001	0	when i am doing my hw at the same time with watching series. #  number  am * # now * # still * # finish * # my * # work * #
3002	1	the routine texting irks my nerves the most but i guess it is the thought that count # need a new routine *
3003	0	 @ username @  i did not know the severity of what you were charged with. i just read it on the internet. praying for you & your wife.
3004	1	i have such a wonderful gf! 
3005	1	who ever thought moving in the middle of december would be so peaceful? 
3006	0	retweet  @ username @  to have a book signing & screening in your area.  
3007	0	oh ffs my body clock is f'd # i want to sleep *
3008	1	sooo mad right now, great way to start my day 
3009	0	i am the guy for you brooke davis. # one tree hill * this story is sad,thrilling and confusing. but i love it!:smiling_face_with_heart-shaped_eyes:
3010	1	@ username @ thanks for the wake up wrap and coffee this morning!! # cheap bastard *
3011	1	hehehehe   @ username @ :  @ username @   @ username @  what a shame  
3012	1	 rt  @ username @ : should be great watching miami try to block sweat and featherstone off the edge next two years. real fun stuff
3013	1	 @ username @  which would also push rates up :) is not this a fun game? 
3014	1	gareth's polar opposite is a chicken-loving vegetarian :face_with_tears_of_joy::hatching_chick: # bones * @ username @
3015	0	every wondered what is the turkey's take on # thanksgiving *
3016	1	i am extremely excited to know what reza aslan and cj werleman think about what happened in pakistan # peshawar attack *
3017	1	i am getting excited about mexico now. 
3018	0	 @ username @  are you looking at the wrong profile picture?
3019	0	home alone aka turn on all the lights # scaredy cat *
3020	1	@ username @ actually cropped out her daughter in this pic for a selfie :see-no-evil_monkey: # top mum *
3021	0	@ username @ you might b d bigest fan of srk but i find you better actor than him sayng it just fr sayng but realy mean it#expression king
3022	1	friday morning lecture on blood :smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes: 
3023	1	. @ username @  yeah. tones are the most obvious things in tweets. 
3024	0	# teen anal casting * # highway * highway  number  &# number ; disturbed (dedicated to a girl raped on  number / number / number )
3025	1	 @ username @  i should sue my parents 
3026	1	great start to the morning # flat tire *
3027	1	final projects ugh  keeping me from being productive.  # but not really *
3028	0	@ username @ : @ username @ aaaaaamd what time is your bedtime? >better tweet dad at night from my house. i do not want to get in trouble!  number   number  cannot wait till my birthday  number   number  clovis cartoon, tuesday, december  number ,  number  # jamaica observer android app * via @ username @ . a real mccoy  number   number  just now layin down to go to bed. college is great guys. it does not stress you out or keep you up at night at all. or make you cry.  number   number  pretty sure i just sat behind @ username @ in the mcdonald's drive through and peeked to see movie what was playing :face_with_tears_of_joy:  number   number  @ username @ # chris christy * will do well among republican voters.#jebbush, i think he could do well, democrats do not like him.  number   number  nights like tonight are the only reason i am able to carry on to the weekend # such a good week *  number   number  wow i love how frizzy my hair gets  number   number  @ username @ # good morning * @ username @ @ username @ @ username @ @ username @  number   number  hate them roulettes me there heavy  number   number  @ username @ joke of the year congrats! # ku iv a a * :/  number   number  @ username @ have not you used the do not you know who i am  line yet....
3040	1	girls put so much effort in dressing nice for school..i am over here in my oversized sweats and vans # maybe tomorrow *
3041	1	 @ username @  christmas as an adult with broken family. just awesome. nothing like your stepsister with  number  kids.. 
3042	0	it was so incredible to hear justice ginsburg speak today. she truly is an inspiration.
3043	0	we need a # democracy * # cop oc racy * # police * # morning joe * # black lives matter * # democracy matters * # ferguson * # eric garner *
3044	1	: when some police officers pursue  daring  villains the way abusers pursue frightened prey. # police officer abuser * # villain prey *
3045	1	cool. 
3046	0	# put in * # says * # russia * # will not * # be * # intimidated * # over * # crimea * via @ username @
3047	1	just received an email that i am the heir to the nigerian petroleum corporation. i should immediately send them all my bank info. 
3048	1	race  number  at sandown dogs tonight sponsored by  dandenong budgie club   hope that has a joke. love a seat at that table # nerds * # get a life *
3049	1	i just loove when my guy friends give me thorough descriptions of their bowel movements... # why * # stop this *
3050	1	so i have pink eye. i am sooo excited about it :/ 
3051	0	@ username @ @ username @ . @ username @ has warned @ username @ about bassem.heck, they might already know him! # ferguson * # nyc *
3052	0	pulis turned down # n ufc * cos he wants to spend a load of money on  number  year old journeymen. parish would not let him & neither would ma. # c pfc *
3053	0	mary is not having that shit whatsoever. # done * # she s done * :information_desk_person:
3054	1	 @ username @   @ username @  great days there under wilko. 
3055	1	friday hilarity: the cso of # sony * just picked up a @ username @ award for # security * # sony hack *
3056	0	 @ username @  whoa! i hope dione taylor got a standing ovation for that performance. incredible voice.
3057	0	they seemed to have found an alternative use for the bible # hotel * # new years * # religious *
3058	0	dog for dinner anyone? # cult ivo * # letchworth * not bringing my kid here again
3059	1	 @ username @  n the  is the promotions r by human n not by the religions. for strictly speaking all religions believe it is the right  number .
3060	0	drudgery personified # commuter p robs * # northern line * # tfl *
3061	0	damn i lost a lot of followers, probs cuz i do not tweet much related to  @ username @  anymore
3062	0	 @ username @  sorry butt 
3063	0	now going to enjoy this day with my babies!!:victory_hand:️
3064	0	i refuse to be weak... # workout * # motivation * # fit fam *
3065	0	 @ username @   do  number  fans!  smartphone app pays you & your fans!! see-  go  number : 
3066	1	 @ username @  a ghostwriter? shocked... 
3067	1	having sooo much fun in math :face_with_tears_of_joy: # math * # class * # drawing * # music * # eye * # snowflake * # flo *
3068	0	confucius motivational quotes free android app 
3069	1	 @ username @  doubt i was the first to block you. but you pretend good.   @ username @   @ username @   @ username @   @ username @   @ username @ 
3070	1	group message with bbc to start off my morning thanks hannah :-) 
3071	0	 @ username @ : tried to spell beeyotch and iphone made me spell beyoncé. that has fire.
3072	0	 @ username @  find me one of those costumes for him and we will :face_savouring_delicious_food::face_with_tears_of_joy:
3073	0	 @ username @  i was using 
3074	1	westbrook  number  points on  number  shots ok ok i see you working 
3075	1	hello indoor lung nice to see have to you back.  :runner::expressionless_face:
3076	1	so you think anime is for kids... tell me again how many times you have seen frozen # anime * # is * # for * # kids * # frozen *
3077	0	# not cie s * # eu * moscovici quizzed on extra time for three eu countries to hit eurozone targets
3078	1	so fucking excited to be the  number th wheel for another new year's eve!!!! cannot blame anybody but myself for being super picky re: men 
3079	1	going to the game tonight by myself sounds so fun 
3080	0	 @ username @  well, people did ask where would have been without mccormack, and here we are
3081	1	what is most important today is not family or health but rather nba action. 
3082	1	 @ username @  has the best pickup lines 
3083	0	@ username @ why does a iphone purchased at full-price still need a mobile device unlock code to work internationally? # un carrier *
3084	0	hope better#hope#tokyo by nic_kill
3085	0	can i get an amen??! 
3086	1	final at  number am, i am ready 
3087	1	wow writing  number  reviews on  number  concerts i did not attend is exactly what i want to be doing right now instead of sleeping 
3088	1	ready for the tax final 
3089	1	 @ username @   @ username @  love her. please publicise her more. 
3090	0	but of course # lucky  number  * # my loves * # sunday fun day * # last sunday  number  *
3091	1	 @ username @   @ username @  hmmm, next year we will be saying, teams that moved from sd to la.  
3092	1	lmao i may be drunk... but my level of maturity is at it is all time high lmfaoo. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: 
3093	0	null ( number ! ) - how much do you know about periods?  via  @ username @ 
3094	1	 @ username @  really? 
3095	1	  @ username @ : penguins cancel morning skate, which was an optional, due to icy road conditions. 
3096	0	 @ username @  lol i hope that is a good kind of crazy
3097	0	christmas day,boxing day and new years day off just is not enough! so much to do for me & others this month # enough * # hours * # in * # the * # day *
3098	0	was swarmed by about  number  teenage girls as i walked in the mall...help. at least they were leaving right?!
3099	0	and i used to hate coming to uni to do work lol
3100	0	 @ username @  i hopefully will not be here anyway fingers crossed x
3101	0	 @ username @  someone described it to me as 'passing like a laxette through a budgie' but i cannot remember who.
3102	1	@ username @ tx, i saw that. must be a great shot to defend oneself from a fierce attacking giraffe. # hunger games *
3103	1	 @ username @  nice to know that you give me so much importance. :)  :]  @ username @  n
3104	0	drinking an  number  ipa by @ username @ @ ground control -- # photo *
3105	1	 @ username @  that is not weird at all 
3106	0	i work in front of laptop for  number  hours a day and suffer terrible dry eye. # bloodshot * # eye ron y *
3107	0	bummer ending... but what a fun game and season. # gophers *
3108	0	dallas (- number ) over washington; new orleans (- number ) over tampa bay; green bay over detroit (+ number ); carolina (+ number . number ) over atlanta.
3109	0	 @ username @   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @  fuck it mite just warch eastenders 
3110	1	i did not know the story of noah had transformers in it. man the modern biblical tale killsssss it. # what are the living rock people for *
3111	1	@ username @ you could probably just call or text her that information. # all celebrities are friends *
3112	1	aw i love it when my boss schedules me to work the day that a storm comes to the bay area!!!!!!!!!!!!!!!!!!! :') 
3113	1	@ username @ and here i though that a one programmer operation had the same money and power as ea. # the more you know *
3114	0	 @ username @  that is my saturday night entertainment....
3115	1	 @ username @   number / number th. just like in the real world! 
3116	0	on the other hand condolences to  @ username @  and  @ username @  for the draw....
3117	0	 @ username @  i try to imagine. it is confusing.
3118	1	@ username @ haha or are a chainsaw murder, or a corrupt fortune  number  ceo, or a rapist, w.e makes you happy. # he be tripping *
3119	1	there is nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam!! 
3120	0	going to my class # fuck you * important
3121	0	 time am (too damn early) in south carolina.. what a shitty state to  be proud of
3122	0	believe in boegarts. rt  @ username @ : the red sox must really believe in xander boegarts as a ss if they are going with a gb theme.
3123	1	#  number  cabs * apparently this guy only does city-airport. if not, swears & drives off. even from a taxi rank # good guy *
3124	0	@ username @ @ username @  yo boy! you guys are know to keep the party mood going.  #ezonegoadiaries.
3125	1	supaaa sweet when you have finals in the am and ya cannot sleep. 
3126	0	 @ username @  wow :smiling_face_with_open_mouth_and_cold_sweat::smiling_face_with_open_mouth_and_cold_sweat::smiling_face_with_open_mouth_and_cold_sweat: are you mad babe:face_screaming_in_fear::face_screaming_in_fear:
3127	0	 @ username @  did i really need to put a  hashtag? oh dear!
3128	1	cannot fck with you hoe an i am sorry :open_hands_sign: :face_with_tears_of_joy:
3129	0	@ username @ gotta love how honest kids are. # say what they think *
3130	1	 @ username @   @ username @  i am sure it is largely ignored in practice. in ny you cannot do any govt work if you have convicts 
3131	1	@ username @ @ username @ ??? # liberal * used in same sentence?? unheard of!! turn in your keyboard sir!
3132	0	watch amazing race contestant talk juicy! 
3133	0	kebabs ordered.. snug on sofa watching shit tele with dad :two_hearts::purple_heart:
3134	0	if i could kidnap my friend's new puppy navi, i would do it in a heartbeat.
3135	0	let it go # afraid frozen *
3136	1	 @ username @  but it has to be fake!! where are all the stars?? 
3137	1	love studying for anatomy :beating_heart: 
